Word	Count
structure	2
drink	6
milk	3
cactus	2
obvious	2
amount	1
doonk-doonk-	1
doonk-doonk	1
inspired	2
cues	1
start	2
dittle-	1
ittle-dittle-ittle-dittle-ittle-	1
violins	2
trombone	1
punctuates	1
concerned	2
artist	1
fades	3
silhouette	3
trap	1
spotlight	9
mannequin	1
sun	1
where's	1
rehearsals	1
hosting	1
party	10
tower	7
grand	3
estate	3
lit	1
distance	4
atop	3
steep	2
hill	2
pestering	1
celebrities	1
wrangled	1
halfway	1
throwing	1
bum	1
friends	1
invite	2
gustavo	1
hot	1
ticket	2
guest	4
chorizo	5
/	12
choricito	1
guy's	1
eyebrow	1
cocked	1
choked	1
laugh	3
stifle	1
giggle	1
poisoning	1
difference	1
laughter	1
self-	1
jerks	1
wheels	1
loco	11
progressed	1
transformation	2
sweeps	3
landing	3
casts	1
wall	2
lurches	1
spot	1
finding	1
canister	1
low	1
growl	1
breathes	2
footprint	2
boot	2
size	1
seven	1
pronated	1
trail	2
footprints	2
stairway	2
bony	1
knuckles	2
concern	3
heck	1
spent	2
complete	2
strangers	1
thank	3
guacala	1
whadda	1
descends	2
distant	2
obscured	1
buildings	1
crashes	1
below	1
reassemble	1
immediately	2
stone	3
archway	3
graffiti	1
depicts	1
angels	1
wings	7
color	4
ratty	1
trashcan	1
raucously	1
gray	2
dusty	2
unlike	1
camaraderie	1
onda	1
ones	2
call	5
cousin	2
whatever	3
approach	2
ladies	2
cards	1
chelo	4
he-hey	1
tias	1
save	2
chicharron	21
bungalow	1
mood	1
visitors	1
curtain	4
tent	1
cramped	1
dark	1
quiet	2
organized	1
stacks	1
dishes	1
drawer	2
magazines	1
belongs	1
collector	1
knocks	3
hammock	2
piled	2
junk	1
grumpy	1
buenas	5
noches	3
brought	2
offering	1
cheech	1
prized	1
we'll	1
incensed	1
promised	4
van	2
mini-fridge	1
see­-	1
napkins	1
lasso	1
femur	1
times	2
raises	3
tongue	1
lashing	1
weakens	1
collapses	4
